Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
5638790632,"Jul 16, 2021, 11:20:49 PM",Foam Roll Friday,Run,,1597,5.57,,,false,,,activities/5638790632.gpx,,,1597.0,1539.0,5569.1,7.2,3.619,31.6,31.5,127.5,159.3,2.8,0.0,,,,,,,,,,,,,,,,,,8.0,,,,,0.0,66.0,0.0,,1.0,5588.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.487,,,,,,,,,,,,,,,,,,,,,,""
5654302398,"Jul 19, 2021, 7:46:15 PM",Mondayyy ☀️,Run,,1812,4.97,,,false,,,activities/5654302398.gpx,,,1812.0,1508.0,4969.1,6.5,3.295,22.7,31.1,134.2,166.2,4.1,-0.2,,,,,,,,,,,,,,,,,,8.0,,,,,0.0,64.0,0.0,,1.0,4969.6,,,,,,,,,,,,,,,,,,,,,,,,,,,2.742,,,,,,,,,,,,,,,,,,,,,,""
5671749192,"Jul 23, 2021, 12:51:45 AM",Thursday run,Run,,1006,3.23,,,false,,,activities/5671749192.gpx,,,1006.0,807.0,3230.8,5.8,4.003,24.8,11.2,134.2,159.4,6.8,0.4,,,,,,,,,,,,,,,,,,8.0,,,,,0.0,34.0,0.0,,1.0,3266.6,,,,,,,,,,,,,,,,,,,,,,,,,,,3.212,,,,,,,,,,,,,,,,,,,,,,""
5671788425,"Jul 23, 2021, 1:09:27 AM", Cool down,Walk,,852,1.10,,,false,,,activities/5671788425.gpx,,,852.0,784.0,1107.5,2.6,1.413,0.0,12.5,147.0,159.5,0.0,-1.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,""
5686831460,"Jul 25, 2021, 6:04:21 PM",☀️ 🚴‍♂️,Ride,,4970,18.52,,,false,,,activities/5686831460.gpx,,,4970.0,3701.0,18519.3,21.5,5.004,60.1,60.0,49.0,109.3,3.6,0.0,,,,,,,,,,,,,,,,,,3.0,,,,,0.0,30.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.726,,,,,,,,,,,,,,,,,,,,,,""
5766487610,"Aug 9, 2021, 11:13:40 PM",Hot Monday run,Run,,1867,5.84,,,false,,,activities/5766487610.gpx,,,1867.0,1679.0,5846.2,6.2,3.482,17.4,28.9,69.9,99.0,2.6,-0.2,,,,,,,,,,,,,,,,,,8.0,,,,,0.0,72.0,0.0,,1.0,5838.7,,,,,,,,,,,,,,,,,,,,,,,,,,,3.131,,,,,,,,,,,,,,,,,,,,,,""
5766555641,"Aug 9, 2021, 11:45:16 PM", Cool down ,Walk,,1182,2.18,,,false,,,activities/5766555641.gpx,,,1182.0,1101.0,2187.7,16.7,1.987,34.5,6.7,87.9,115.7,11.8,1.3,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.851,,,,,,,,,,,,,,,,,,,,,,""
5815014290,"Aug 18, 2021, 8:13:23 PM",Lil cross training BAYBE,Ride,,3932,15.41,,,false,,,activities/5815014290.gpx,,,3932.0,3713.0,15414.8,10.5,4.152,54.4,53.2,108.8,163.3,4.1,0.0,,,,,,,,,,,,,,,,,,3.0,,,,,0.0,30.0,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.92,,,,,,,,,,,,,,,,,,,,,,""
5821721894,"Aug 20, 2021, 5:25:47 AM",🌝👟,Run,,1612,3.59,,,false,,,activities/5821721894.gpx,,,1612.0,885.0,3591.6,5.9,4.058,48.6,93.8,19.3,115.8,18.8,-1.3,,,,,,,,,,,,,,,,,,7.0,,,,,0.0,28.0,0.0,,1.0,3622.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.228,,,,,,,,,,,,,,,,,,,,,,""
5837401021,"Aug 22, 2021, 11:44:58 PM",Perfect weather,Run,,1885,5.24,,,false,,,activities/5837401021.gpx,,,1885.0,1315.0,5246.7,7.6,3.99,31.7,39.9,104.2,144.6,13.9,-0.2,,,,,,,,,,,,,,,,,,8.0,,,,,0.0,56.0,0.0,,1.0,5276.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.783,,,,,,,,,,,,,,,,,,,,,,""
5837427690,"Aug 23, 2021, 12:17:20 AM",Cool down ,Walk,,709,0.95,,,false,,,activities/5837427690.gpx,,,709.0,709.0,957.3,3.4,1.35,7.8,1.1,137.4,145.7,3.2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,,,,,,,,,,,,,,,,,,,,,,""
5842826350,"Aug 24, 2021, 2:47:37 AM",Amazing weather for running ,Run,,905,3.40,,,false,,,activities/5842826350.gpx,,,905.0,882.0,3403.6,5.4,3.859,13.3,9.1,90.6,104.1,2.5,0.1,,,,,,,,,,,,,,,,,,6.0,,,,,0.0,23.0,0.0,,1.0,3416.4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.761,,,,,,,,,,,,,,,,,,,,,,""
5861730495,"Aug 27, 2021, 2:41:45 PM",Grumpy knee,Run,,438,1.61,,,false,,,activities/5861730495.gpx,,,438.0,438.0,1612.5,4.6,3.682,17.1,-0.7,150.5,168.3,4.2,1.1,,,,,,,,,,,,,,,,,,5.0,,,,,0.0,7.0,0.0,,1.0,1650.7,,,,,,,,,,,,,,,,,,,,,,,,,,,3.682,,,,,,,,,,,,,,,,,,,,,,""
5894554582,"Sep 2, 2021, 5:43:57 PM",Between meetings,Run,,478,1.99,,,false,,,activities/5894554582.gpx,,,478.0,477.0,1989.3,5.6,4.17,7.3,7.1,90.6,98.2,1.9,0.0,,,,,,,,,,,,,,,,,,8.0,,,,,0.0,20.0,0.0,,1.0,1993.2,,,,,,,,,,,,,,,,,,,,,,,,,,,4.162,,,,,,,,,,,,,,,,,,,,,,""
5906612556,"Sep 4, 2021, 10:34:06 PM",Still summer 😇,Run,,2120,5.43,,,false,,,activities/5906612556.gpx,,,2120.0,1428.0,5432.6,5.8,3.804,37.2,36.3,108.9,141.8,18.2,0.0,,,,,,,,,,,,,,,,,,8.0,,,,,0.0,61.0,0.0,,1.0,5482.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.563,,,,,,,,,,,,,,,,,,,,,,""
5906643309,"Sep 4, 2021, 11:10:31 PM",Cool down walkin’,Walk,,740,0.82,,,false,,,activities/5906643309.gpx,,,740.0,709.0,822.5,2.3,1.16,6.1,5.6,142.6,149.3,2.8,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.111,,,,,,,,,,,,,,,,,,,,,,""
5912781661,"Sep 5, 2021, 9:38:58 PM",New route,Run,Knees feel okay!,3484,8.86,,,false,,,activities/5912781661.gpx,,,3484.0,2384.0,8864.7,5.2,3.718,59.4,55.1,148.8,183.5,14.3,0.0,,,,,,,,,,,,,,,,,,8.0,,,,,0.0,102.0,0.0,,1.0,8978.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.544,,,,,,,,,,,,,,,,,,,,,,""
5912793733,"Sep 5, 2021, 10:37:30 PM",Cool down ,Walk,,308,0.32,,,false,,,activities/5912793733.gpx,,,308.0,308.0,322.7,2.2,1.048,0.0,9.5,143.1,152.7,2.7,-2.9,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.048,,,,,,,,,,,,,,,,,,,,,,""
5929870360,"Sep 9, 2021, 2:11:50 AM",Sunset run ,Run,,1015,3.53,,,false,,,activities/5929870360.gpx,,,1015.0,868.0,3531.4,8.2,4.068,13.0,10.4,90.6,103.9,4.5,0.1,,,,,,,,,,,,,,,,,,4.0,,,,,0.0,9.0,0.0,,1.0,3541.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.479,,,,,,,,,,,,,,,,,,,,,,""
5955426066,"Sep 13, 2021, 7:29:40 PM",Monday,Run,Sinus bug 😵,983,3.28,,,false,,,activities/5955426066.gpx,,,983.0,828.0,3288.7,7.2,3.972,14.6,21.8,122.4,144.6,2.6,-0.2,,,,,,,,,,,,,,,,,,7.0,,,,,0.0,26.0,0.0,,1.0,3285.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.346,,,,,,,,,,,,,,,,,,,,,,""
6049490417,"Oct 1, 2021, 11:24:38 PM",October is here! ,Run,,1825,5.29,,,false,,,activities/6049490417.gpx,,,1825.0,1365.0,5298.6,7.8,3.882,38.3,33.5,102.6,141.4,15.9,0.1,,,,,,,,,,,,,,,,,,8.0,,,,,0.0,58.0,0.0,,1.0,5357.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.903,,,,,,,,,,,,,,,,,,,,,,""
6055076692,"Oct 3, 2021, 1:19:47 AM",Sunset run ,Run,,1267,4.42,,,false,,,activities/6055076692.gpx,,,1267.0,1120.0,4427.0,7.7,3.953,15.6,14.8,90.6,102.6,2.2,0.0,,,,,,,,,,,,,,,,,,8.0,,,,,0.0,48.0,0.0,,1.0,4436.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.494,,,,,,,,,,,,,,,,,,,,,,""
6208168161,"Nov 3, 2021, 9:41:38 PM",Finally not raining!,Run,,1748,5.42,,,false,,,activities/6208168161.gpx,,,1748.0,1416.0,5423.6,7.04,3.83,28.1,43.4,102.6,146.5,13.5,-0.3,,,,,,,,,,,,,,,,,,7.0,,,,,0.0,45.0,0.0,,1.0,5440.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.103,3792.2,,,,,,,,,,,,,,,,,,,,,media/D7F92604-CB48-4986-88E8-E3D18BC60FD5.jpg
6208271779,"Nov 3, 2021, 10:11:20 PM",Cooldown,Walk,,1728,1.54,,,false,,,activities/6208271779.gpx,,,1728.0,1178.0,1544.4,2.523,1.311,15.4,4.4,131.8,145.7,16.2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.894,1314.7,,,,,,,,,,,,,,,,,,,,,""
6230929418,"Nov 8, 2021, 9:04:50 PM",Monday!,Walk,,2430,2.97,,,false,,,activities/6230929418.gpx,,,2430.0,2037.0,2975.0,4.829,1.46,13.1,18.3,123.9,144.7,13.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.224,2850.3,,,,,,,,,,,,,,,,,,,,,""
6263544113,"Nov 15, 2021, 10:31:42 PM",Not the wild GPS treatment ,Walk,,7186,2.60,,,false,,,activities/6263544113.gpx,,,7186.0,1875.0,2606.1,12.612,1.39,47.2,46.2,101.6,149.3,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.363,2328.6,,,,,,,,,,,,,,,,,,,,,""
6272119691,"Nov 17, 2021, 8:16:57 PM",Wednesday,Run,,3733,10.36,,,false,,,activities/6272119691.gpx,,,3733.0,2759.0,10367.1,11.186,3.758,56.5,56.4,91.5,148.4,14.9,0.0,,,,,,,,,,,,,,,,,,8.0,,,,,0.0,118.0,0.0,,1.0,10426.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.777,5518.5,,,,,,,,,,,,,,,,,,,,,""
6323282945,"Nov 29, 2021, 9:56:04 PM",Monday kneehab,Run,,1025,3.85,,,false,,,activities/6323282945.gpx,,,1025.0,1020.0,3852.2,5.292,3.777,16.6,16.2,81.1,98.2,2.7,0.0,,,,,,,,,,,,,,,,,,7.0,,,,,0.0,32.0,0.0,,1.0,3861.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.758,0.0,,,,,,,,,,,,,,,,,,,,,""
6331395562,"Dec 1, 2021, 7:58:29 PM",It’s December!!!,Run,,1743,5.18,,,false,,,activities/6331395562.gpx,,,1743.0,1332.0,5181.8,10.356,3.89,30.9,38.7,102.6,141.8,13.8,-0.2,,,,,,,,,,,,,,,,,,7.0,,,,,0.0,42.0,0.0,,1.0,5212.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.973,3493.8,,,,,,,,,,,,,,,,,,,,,media/D17B2DE9-4A3B-460C-8833-CC7278AB5F51.jpg
6331514831,"Dec 1, 2021, 8:44:49 PM",Cooldown ,Walk,,999,1.26,,,false,,,activities/6331514831.gpx,,,999.0,924.0,1261.8,2.458,1.366,7.1,6.2,141.9,149.6,7.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.263,1121.0,,,,,,,,,,,,,,,,,,,,,""
6498925046,"Jan 9, 2022, 8:49:53 PM",☀️ run,Run,,928,3.29,,,false,,,activities/6498925046.gpx,,,928.0,876.0,3291.2,6.554,3.757,12.6,13.9,85.0,99.4,2.6,0.0,,,,,,,,,,,,,,,,,,8.0,,,,,0.0,37.0,0.0,,1.0,3296.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.547,0.0,,,,,,,,,,,,,,,,,,,,,""
6499036800,"Jan 9, 2022, 9:06:17 PM",Kneehab,Walk,,1898,2.27,,,false,,,activities/6499036800.gpx,,,1898.0,1525.0,2273.3,6.09,1.491,13.6,9.9,98.7,115.4,19.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.198,53.8,,,,,,,,,,,,,,,,,,,,,media/1E4B5731-F112-4237-8CC1-CF875411B2EE.jpg
6577044614,"Jan 25, 2022, 12:40:52 AM",First run post-COVID 🤪,Run,,1551,3.59,,,false,,,activities/6577044614.gpx,,,1551.0,996.0,3592.3,5.902,3.607,21.2,17.4,141.7,163.0,13.1,0.1,,,,,,,,,,,,,,,,,,8.0,,,,,0.0,42.0,0.0,,1.0,3609.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.316,3592.3,,,,,,,,,,,,,,,,,,,,,""
6592033991,"Jan 27, 2022, 10:20:55 PM",Thursday ☀️☀️☀️,Run,,2517,6.09,,,false,,,activities/6592033991.gpx,,,2517.0,1584.0,6096.6,14.308,3.849,41.0,41.4,100.8,141.8,14.6,0.0,,,,,,,,,,,,,,,,,,8.0,,,,,0.0,68.0,0.0,,1.0,6151.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.422,4082.4,,,,,,,,,,,,,,,,,,,,,""
6592065058,"Jan 27, 2022, 11:03:18 PM",Cooldown,Walk,,505,0.77,,,false,,,activities/6592065058.gpx,,,505.0,505.0,773.7,13.567,1.532,0.0,3.6,100.0,103.6,0.0,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.532,0.0,,,,,,,,,,,,,,,,,,,,,""
6622695481,"Feb 2, 2022, 10:42:41 PM",So many layers on 🥶🥵,Run,,1685,5.33,,,false,,,activities/6622695481.gpx,,,1685.0,1458.0,5337.9,5.345,3.661,22.1,32.3,141.7,171.3,4.1,-0.2,,,,,,,,,,,,,,,,,,7.0,,,,,0.0,46.0,0.0,,1.0,5338.3,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.168,5337.9,,,,,,,,,,,,,,,,,,,,,""
6622740972,"Feb 2, 2022, 11:12:52 PM",Cooldown,Walk,,755,1.01,,,false,,,activities/6622740972.gpx,,,755.0,755.0,1012.4,3.28,1.341,6.0,4.6,141.8,145.7,14.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.341,642.9,,,,,,,,,,,,,,,,,,,,,""
6643126543,"Feb 6, 2022, 11:42:18 PM",Nice Sunday ,Run,,1439,5.18,,,false,,,activities/6643126543.gpx,,,1439.0,1406.0,5179.6,4.952,3.684,24.2,28.4,145.7,171.3,4.3,-0.1,,,,,,,,,,,,,,,,,,5.0,,,,,0.0,25.0,0.0,,1.0,5191.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.599,5179.6,,,,,,,,,,,,,,,,,,,,,""
6668281690,"Feb 11, 2022, 10:20:07 PM",Friday baby 😎,Run,,1464,5.45,,,false,,,activities/6668281690.gpx,,,1464.0,1464.0,5452.3,4.83,3.724,24.1,31.4,142.7,171.3,4.4,-0.1,,,,,,,,,,,,,,,,,,5.0,,,,,0.0,26.0,0.0,,1.0,5458.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.724,5452.3,,,,,,,,,,,,,,,,,,,,,""
6694176453,"Feb 16, 2022, 10:24:39 PM",The sun came out for a minute,Run,,1749,5.34,,,false,,,activities/6694176453.gpx,,,1749.0,1485.0,5346.4,6.276,3.6,30.7,27.8,100.3,125.6,14.1,0.1,,,,,,,,,,,,,,,,,,9.0,,,,,0.0,74.0,0.0,,1.0,5392.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.057,1409.7,,,,,,,,,,,,,,,,,,,,,""
6785065456,"Mar 6, 2022, 11:01:50 PM",Phone Call Walk,Walk,,2781,3.79,,,false,,,activities/6785065456.gpx,,,2781.0,2781.0,3795.4,8.448,1.365,20.5,21.3,142.1,156.7,26.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.365,3413.5,,,,,,,,,,,,,,,,,,,,,""
6800093085,"Mar 10, 2022, 12:01:24 AM",Quick little walk,Walk,,1311,1.90,,,false,,,activities/6800093085.gpx,,,1311.0,1294.0,1904.8,9.376,1.472,4.0,6.2,100.8,107.2,3.0,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.453,0.0,,,,,,,,,,,,,,,,,,,,,""
6833733874,"Mar 16, 2022, 4:06:19 PM",Morning 🌤,Run,,1532,4.61,,,false,Too many layers on for this temp ,,activities/6833733874.gpx,,,1532.0,1269.0,4614.0,8.917,3.636,23.5,22.9,151.1,171.4,4.8,0.0,,,,,,,,,,,,,,,,,,7.0,,,,,0.0,40.0,0.0,,1.0,4632.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.012,4614.0,,,,,,,,,,,,,,,,,,,,,""
6856724847,"Mar 20, 2022, 10:12:30 PM",Sunday walk,Walk,,2622,3.42,,,false,,,activities/6856724847.gpx,,,2622.0,2568.0,3423.0,2.718,1.333,21.5,22.0,142.1,153.5,28.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.305,2102.5,,,,,,,,,,,,,,,,,,,,,""
6867236007,"Mar 22, 2022, 11:23:36 PM",Quick little ride ,Ride,Worst part will be getting home 🫥,1156,4.70,,,false,,,activities/6867236007.gpx,,,1156.0,958.0,4706.0,10.202,4.912,27.4,27.5,99.9,127.6,15.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.071,1742.7,,,,,,,,,,,,,,,,,,,,,""
6878451993,"Mar 25, 2022, 4:29:02 AM",Hot gurl walk,Walk,,1378,2.07,,,false,,,activities/6878451993.gpx,,,1378.0,1378.0,2074.4,2.512,1.505,21.3,19.1,108.5,126.5,13.7,0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.505,0.0,,,,,,,,,,,,,,,,,,,,,""
6942461253,"Apr 6, 2022, 10:18:00 PM",Perfect weather ,Run,,1615,5.16,,,false,,,activities/6942461253.gpx,,,1615.0,1403.0,5162.2,5.0,3.679,24.4,28.3,146.5,171.4,4.7,-0.1,,,,,,,,,,,,,,,,,,9.0,,,,,0.0,70.0,0.0,,1.0,5173.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.196,5162.2,,,,,,,,,,,,,,,,,,,,,""
6962526380,"Apr 10, 2022, 9:38:11 PM",Little walk,Walk,,2758,3.28,,,false,,,activities/6962526380.gpx,,,2758.0,2599.0,3283.3,6.642,1.263,11.3,18.1,134.9,150.4,20.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.19,2934.5,,,,,,,,,,,,,,,,,,,,,""
6967768054,"Apr 12, 2022, 1:38:50 AM",🥶 walk,Walk,,1690,2.49,,,false,,,activities/6967768054.gpx,,,1690.0,1690.0,2493.7,2.624,1.476,7.6,8.8,141.8,146.1,6.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.476,821.6,,,,,,,,,,,,,,,,,,,,,""
6982254431,"Apr 14, 2022, 6:53:51 PM",Lunch walk,Walk,,1991,2.61,,,false,,,activities/6982254431.gpx,,,1991.0,1991.0,2610.1,3.961,1.311,12.9,13.5,139.8,149.8,27.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.311,2248.1,,,,,,,,,,,,,,,,,,,,,""
7010192494,"Apr 20, 2022, 1:04:30 AM",After work walk,Walk,,2541,2.95,,,false,,,activities/7010192494.gpx,,,2541.0,2541.0,2953.9,4.808,1.163,18.6,8.7,142.1,153.5,29.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.163,2224.4,,,,,,,,,,,,,,,,,,,,,""
7025059640,"Apr 22, 2022, 11:34:20 PM",Friday perfect weather ,Run,,1474,5.12,,,false,,,activities/7025059640.gpx,,,1474.0,1405.0,5125.0,5.128,3.648,26.0,43.7,130.4,174.5,17.7,-0.3,,,,,,,,,,,,,,,,,,8.0,,,,,0.0,60.0,0.0,,1.0,5146.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.477,5125.0,,,,,,,,,,,,,,,,,,,,,media/CCB755C9-EAC1-4858-829E-18CB90CAD1E2.jpg
7035838795,"Apr 24, 2022, 8:04:49 PM",Sunday Walk Part 1,Walk,,1537,2.10,,,false,,,activities/7035838795.gpx,,,1537.0,1471.0,2101.1,2.824,1.428,8.4,5.2,22.9,31.4,6.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.367,0.0,,,,,,,,,,,,,,,,,,,,,""
7036186805,"Apr 24, 2022, 8:48:52 PM",Walk part 2,Walk,,6066,5.58,,,false,,,activities/7036186805.gpx,,,6066.0,5023.0,5579.5,2.794,1.111,122.4,121.1,49.4,156.7,21.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.92,5579.5,,,,,,,,,,,,,,,,,,,,,""
7051974130,"Apr 27, 2022, 9:39:53 PM",Walk with Mom,Walk,,6242,4.75,,,false,,,activities/7051974130.gpx,,,6242.0,4309.0,4758.0,3.162,1.104,120.7,136.9,31.0,155.7,45.4,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.762,3928.2,,,,,,,,,,,,,,,,,,,,,media/FABFA0F9-8B0B-425E-8B7D-A66611ECC20E.jpg
7067589784,"May 1, 2022, 12:34:14 AM",Little after dinner walk,Walk,,1336,1.75,,,false,,,activities/7067589784.gpx,,,1336.0,1191.0,1750.4,2.576,1.47,7.6,4.3,23.4,31.2,4.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.31,0.0,,,,,,,,,,,,,,,,,,,,,""
7067707002,"May 1, 2022, 1:27:36 AM",Lake walk,Walk,,1617,1.99,,,false,,,activities/7067707002.gpx,,,1617.0,1487.0,1994.8,2.468,1.341,8.0,7.8,141.4,146.1,8.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.234,702.2,,,,,,,,,,,,,,,,,,,,,""
7084541902,"May 4, 2022, 12:35:26 AM",Sore legs walk,Walk,,5391,4.77,,,false,,,activities/7084541902.gpx,,,5391.0,3454.0,4777.4,2.596,1.383,28.1,28.3,142.1,159.2,29.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.886,3702.6,,,,,,,,,,,,,,,,,,,,,""
7089717207,"May 5, 2022, 12:13:01 AM",May 5k,Run,,1929,5.24,,,false,,,activities/7089717207.gpx,,,1929.0,1505.0,5241.0,5.156,3.482,46.4,47.9,135.9,168.4,20.4,0.0,,,,,,,,,,,,,,,,,,8.0,,,,,0.0,64.0,0.0,,1.0,5319.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.717,3883.9,,,,,,,,,,,,,,,,,,,,,""
7143657015,"May 14, 2022, 11:28:56 PM",Last week in WA for now ,Walk,,1711,2.22,,,false,,,activities/7143657015.gpx,,,1711.0,1693.0,2220.3,2.934,1.311,66.9,61.4,49.0,103.1,30.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.298,2210.5,,,,,,,,,,,,,,,,,,,,,""
7283368706,"Jun 10, 2022, 1:01:03 AM",Back in Denver BAYBEE,Run,,3009,5.97,,,false,,,activities/7283368706.gpx,,,3009.0,1745.0,5972.5,6.24,3.423,15.4,20.4,1618.3,1629.0,6.4,-0.1,,,,,,,,,,,,,,,,,,7.0,,,,,0.0,55.0,0.0,,1.0,5978.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.985,0.0,,,,,,,,,,,,,,,,,,,,,""
7283393484,"Jun 10, 2022, 1:51:41 AM",Cool down ,Walk,,628,0.96,,,false,,,activities/7283393484.gpx,,,628.0,603.0,959.7,2.96,1.592,7.6,0.3,1624.9,1632.7,3.7,0.8,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.528,0.0,,,,,,,,,,,,,,,,,,,,,""
